json_path,observed_types,occurrences,null_occurrences,sample_values
$.liveData.boxscore.teams.home.players.*.stats.pitching.hitBatsmen,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.hitByPitch,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.hits,integer,4,0,"[0, 4, 8, 3]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.holds,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.homeRuns,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.homeRunsPer9,string,4,0,"[""0.00"", ""3.38""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.inheritedRunners,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.inheritedRunnersScored,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.inningsPitched,string,4,0,"[""1.0"", ""2.1"", ""2.2"", ""3.0""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.intentionalWalks,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.lineOuts,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.losses,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.note,string,1,0,"[""(L, 0-1)""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.numberOfPitches,integer,4,0,"[12, 41, 65, 43]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.outs,integer,4,0,"[3, 7, 8, 9]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.passedBall,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.pickoffs,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.pitchesThrown,integer,4,0,"[12, 41, 65, 43]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.popOuts,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.rbi,integer,4,0,"[0, 3, 5, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.runs,integer,4,0,"[0, 4, 5, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.runsScoredPer9,string,4,0,"[""0.00"", ""15.43"", ""16.88"", ""3.00""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.sacBunts,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.sacFlies,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.saveOpportunities,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.saves,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.shutouts,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.stolenBasePercentage,string,4,0,"["".---"", ""1.000""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.stolenBases,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.strikeOuts,integer,4,0,"[3, 2, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.strikePercentage,string,4,0,"["".750"", "".680"", "".630"", "".670""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.strikes,integer,4,0,"[9, 28, 41, 29]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.summary,string,4,0,"[""1.0 IP, 0 ER, 3 K, 0 BB"", ""2.1 IP, 3 ER, 2 K, 0 BB"", ""2.2 IP, 5 ER, 2 K, 3 BB"", ""3.0 IP, ER, K, BB""]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.triples,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.wildPitches,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.wins,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.status,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.status.code,string,25,0,"[""A""]"
$.liveData.boxscore.teams.home.players.*.status.description,string,25,0,"[""Active""]"
$.liveData.boxscore.teams.home.team,object,1,0,[]
$.liveData.boxscore.teams.home.team.allStarStatus,string,1,0,"[""N""]"
$.liveData.boxscore.teams.home.team.id,integer,1,0,[135]
$.liveData.boxscore.teams.home.team.link,string,1,0,"[""/api/v1/teams/135""]"
$.liveData.boxscore.teams.home.team.name,string,1,0,"[""San Diego Padres""]"
$.liveData.boxscore.teams.home.team.springLeague,object,1,0,[]
$.liveData.boxscore.teams.home.team.springLeague.abbreviation,string,1,0,"[""CL""]"
$.liveData.boxscore.teams.home.team.springLeague.id,integer,1,0,[114]
$.liveData.boxscore.teams.home.team.springLeague.link,string,1,0,"[""/api/v1/league/114""]"
$.liveData.boxscore.teams.home.team.springLeague.name,string,1,0,"[""Cactus League""]"
$.liveData.boxscore.teams.home.teamStats,object,1,0,[]
$.liveData.boxscore.teams.home.teamStats.batting,object,1,0,[]
$.liveData.boxscore.teams.home.teamStats.batting.airOuts,integer,1,0,[10]
$.liveData.boxscore.teams.home.teamStats.batting.atBats,integer,1,0,[31]
$.liveData.boxscore.teams.home.teamStats.batting.atBatsPerHomeRun,string,1,0,"[""31.00""]"
$.liveData.boxscore.teams.home.teamStats.batting.avg,string,1,0,"["".235""]"
$.liveData.boxscore.teams.home.teamStats.batting.baseOnBalls,integer,1,0,[2]
$.liveData.boxscore.teams.home.teamStats.batting.catchersInterference,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.caughtStealing,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.doubles,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.batting.flyOuts,integer,1,0,[5]
$.liveData.boxscore.teams.home.teamStats.batting.groundIntoDoublePlay,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.batting.groundIntoTriplePlay,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.groundOuts,integer,1,0,[11]
$.liveData.boxscore.teams.home.teamStats.batting.hitByPitch,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.hits,integer,1,0,[6]
$.liveData.boxscore.teams.home.teamStats.batting.homeRuns,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.batting.intentionalWalks,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.leftOnBase,integer,1,0,[8]
$.liveData.boxscore.teams.home.teamStats.batting.lineOuts,integer,1,0,[2]
$.liveData.boxscore.teams.home.teamStats.batting.obp,string,1,0,"["".292""]"
$.liveData.boxscore.teams.home.teamStats.batting.ops,string,1,0,"["".651""]"
$.liveData.boxscore.teams.home.teamStats.batting.pickoffs,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.plateAppearances,integer,1,0,[34]
$.liveData.boxscore.teams.home.teamStats.batting.popOuts,integer,1,0,[3]
$.liveData.boxscore.teams.home.teamStats.batting.rbi,integer,1,0,[3]
$.liveData.boxscore.teams.home.teamStats.batting.runs,integer,1,0,[3]
$.liveData.boxscore.teams.home.teamStats.batting.sacBunts,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.sacFlies,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.batting.slg,string,1,0,"["".359""]"
$.liveData.boxscore.teams.home.teamStats.batting.stolenBasePercentage,string,1,0,"["".---""]"
$.liveData.boxscore.teams.home.teamStats.batting.stolenBases,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.batting.strikeOuts,integer,1,0,[5]
$.liveData.boxscore.teams.home.teamStats.batting.totalBases,integer,1,0,[10]
$.liveData.boxscore.teams.home.teamStats.batting.triples,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.fielding,object,1,0,[]
$.liveData.boxscore.teams.home.teamStats.fielding.assists,integer,1,0,[7]
$.liveData.boxscore.teams.home.teamStats.fielding.caughtStealing,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.fielding.caughtStealingPercentage,string,1,0,"["".---""]"
$.liveData.boxscore.teams.home.teamStats.fielding.chances,integer,1,0,[35]
$.liveData.boxscore.teams.home.teamStats.fielding.errors,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.fielding.passedBall,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.fielding.pickoffs,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.fielding.putOuts,integer,1,0,[27]
$.liveData.boxscore.teams.home.teamStats.fielding.stolenBasePercentage,string,1,0,"[""1.000""]"
$.liveData.boxscore.teams.home.teamStats.fielding.stolenBases,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.pitching,object,1,0,[]
$.liveData.boxscore.teams.home.teamStats.pitching.airOuts,integer,1,0,[9]
$.liveData.boxscore.teams.home.teamStats.pitching.atBats,integer,1,0,[40]
$.liveData.boxscore.teams.home.teamStats.pitching.balks,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.pitching.balls,integer,1,0,[54]
$.liveData.boxscore.teams.home.teamStats.pitching.baseOnBalls,integer,1,0,[4]
$.liveData.boxscore.teams.home.teamStats.pitching.battersFaced,integer,1,0,[45]
$.liveData.boxscore.teams.home.teamStats.pitching.catchersInterference,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.caughtStealing,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.caughtStealingPercentage,string,1,0,"["".000""]"
$.liveData.boxscore.teams.home.teamStats.pitching.completeGames,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.doubles,integer,1,0,[5]
$.liveData.boxscore.teams.home.teamStats.pitching.earnedRuns,integer,1,0,[9]
$.liveData.boxscore.teams.home.teamStats.pitching.era,string,1,0,"[""2.80""]"
$.liveData.boxscore.teams.home.teamStats.pitching.flyOuts,integer,1,0,[5]
$.liveData.boxscore.teams.home.teamStats.pitching.groundOuts,integer,1,0,[9]
$.liveData.boxscore.teams.home.teamStats.pitching.groundOutsToAirouts,string,1,0,"[""1.00""]"
$.liveData.boxscore.teams.home.teamStats.pitching.hitBatsmen,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.hitByPitch,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.hits,integer,1,0,[15]
$.liveData.boxscore.teams.home.teamStats.pitching.homeRuns,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.pitching.homeRunsPer9,string,1,0,"[""1.00""]"
$.liveData.boxscore.teams.home.teamStats.pitching.inheritedRunners,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.inheritedRunnersScored,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.inningsPitched,string,1,0,"[""9.0""]"
$.liveData.boxscore.teams.home.teamStats.pitching.intentionalWalks,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.lineOuts,integer,1,0,[3]
$.liveData.boxscore.teams.home.teamStats.pitching.numberOfPitches,integer,1,0,[161]
$.liveData.boxscore.teams.home.teamStats.pitching.obp,string,1,0,"["".422""]"
$.liveData.boxscore.teams.home.teamStats.pitching.outs,integer,1,0,[27]
$.liveData.boxscore.teams.home.teamStats.pitching.passedBall,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.pickoffs,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.pitchesPerInning,string,1,0,"[""17.89""]"
$.liveData.boxscore.teams.home.teamStats.pitching.pitchesThrown,integer,1,0,[161]
$.liveData.boxscore.teams.home.teamStats.pitching.popOuts,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.pitching.rbi,integer,1,0,[9]
$.liveData.boxscore.teams.home.teamStats.pitching.runs,integer,1,0,[10]
$.liveData.boxscore.teams.home.teamStats.pitching.runsScoredPer9,string,1,0,"[""10.00""]"
$.liveData.boxscore.teams.home.teamStats.pitching.sacBunts,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.sacFlies,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.pitching.saveOpportunities,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.shutouts,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.stolenBasePercentage,string,1,0,"[""1.000""]"
$.liveData.boxscore.teams.home.teamStats.pitching.stolenBases,integer,1,0,[1]
$.liveData.boxscore.teams.home.teamStats.pitching.strikeOuts,integer,1,0,[8]
$.liveData.boxscore.teams.home.teamStats.pitching.strikePercentage,string,1,0,"["".660""]"
$.liveData.boxscore.teams.home.teamStats.pitching.strikes,integer,1,0,[107]
$.liveData.boxscore.teams.home.teamStats.pitching.triples,integer,1,0,[0]
$.liveData.boxscore.teams.home.teamStats.pitching.whip,string,1,0,"[""1.09""]"
$.liveData.boxscore.teams.home.teamStats.pitching.wildPitches,integer,1,0,[0]
$.liveData.boxscore.topPerformers,array,1,0,[]
$.liveData.boxscore.topPerformers[*],object,3,0,[]
$.liveData.boxscore.topPerformers[*].gameScore,integer,3,0,"[60, 58]"
$.liveData.boxscore.topPerformers[*].hittingGameScore,integer,2,0,[60]
$.liveData.boxscore.topPerformers[*].pitchingGameScore,integer,1,0,[58]
$.liveData.boxscore.topPerformers[*].player,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.allPositions,array,3,0,[]
$.liveData.boxscore.topPerformers[*].player.allPositions[*],object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.allPositions[*].abbreviation,string,3,0,"[""LF"", ""CF"", ""P""]"
$.liveData.boxscore.topPerformers[*].player.allPositions[*].code,string,3,0,"[""7"", ""8"", ""1""]"
$.liveData.boxscore.topPerformers[*].player.allPositions[*].name,string,3,0,"[""Outfielder"", ""Pitcher""]"
$.liveData.boxscore.topPerformers[*].player.allPositions[*].type,string,3,0,"[""Outfielder"", ""Pitcher""]"
$.liveData.boxscore.topPerformers[*].player.battingOrder,string,3,0,"[""400"", ""600"", ""902""]"
$.liveData.boxscore.topPerformers[*].player.gameStatus,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.gameStatus.isCurrentBatter,boolean,3,0,[false]
$.liveData.boxscore.topPerformers[*].player.gameStatus.isCurrentPitcher,boolean,3,0,"[false, true]"
$.liveData.boxscore.topPerformers[*].player.gameStatus.isOnBench,boolean,3,0,[false]
$.liveData.boxscore.topPerformers[*].player.gameStatus.isSubstitute,boolean,3,0,"[false, true]"
$.liveData.boxscore.topPerformers[*].player.jerseyNumber,string,3,0,"[""6"", ""4"", ""57""]"
$.liveData.boxscore.topPerformers[*].player.parentTeamId,integer,3,0,[109]
$.liveData.boxscore.topPerformers[*].player.person,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.person.boxscoreName,string,3,0,"[""Peralta, D"", ""Marte, K"", ""Duplantier""]"
$.liveData.boxscore.topPerformers[*].player.person.fullName,string,3,0,"[""David Peralta"", ""Ketel Marte"", ""Jon Duplantier""]"
$.liveData.boxscore.topPerformers[*].player.person.id,integer,3,0,"[444482, 606466, 641541]"
$.liveData.boxscore.topPerformers[*].player.person.link,string,3,0,"[""/api/v1/people/444482"", ""/api/v1/people/606466"", ""/api/v1/people/641541""]"
$.liveData.boxscore.topPerformers[*].player.position,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.position.abbreviation,string,3,0,"[""LF"", ""CF"", ""P""]"
$.liveData.boxscore.topPerformers[*].player.position.code,string,3,0,"[""7"", ""8"", ""1""]"
$.liveData.boxscore.topPerformers[*].player.position.name,string,3,0,"[""Outfielder"", ""Pitcher""]"
$.liveData.boxscore.topPerformers[*].player.position.type,string,3,0,"[""Outfielder"", ""Pitcher""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.airOuts,integer,3,0,"[5, 6, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.atBats,integer,3,0,"[24, 22, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.atBatsPerHomeRun,string,3,0,"[""24.00"", ""-.--""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.avg,string,3,0,"["".417"", "".273"", "".000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.babip,string,3,0,"["".474"", "".316"", "".---""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.baseOnBalls,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.catchersInterference,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.caughtStealing,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.caughtStealingPercentage,string,3,0,"["".---"", "".000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.doubles,integer,3,0,"[3, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.flyOuts,integer,3,0,"[2, 3, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.gamesPlayed,integer,3,0,"[5, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.groundIntoDoublePlay,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.groundIntoTriplePlay,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.groundOuts,integer,3,0,"[5, 7, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.groundOutsToAirouts,string,3,0,"[""1.00"", ""1.17"", ""-.--""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.hitByPitch,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.hits,integer,3,0,"[10, 6, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.homeRuns,integer,3,0,"[1, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.intentionalWalks,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.leftOnBase,integer,3,0,"[3, 8, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.lineOuts,integer,3,0,"[1, 3, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.obp,string,3,0,"["".417"", "".261"", "".000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.ops,string,3,0,"[""1.084"", "".625"", "".000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.pickoffs,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.plateAppearances,integer,3,0,"[24, 23, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.popOuts,integer,3,0,"[2, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.rbi,integer,3,0,"[4, 5, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.runs,integer,3,0,"[6, 4, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.sacBunts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.sacFlies,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.slg,string,3,0,"["".667"", "".364"", "".000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.stolenBasePercentage,string,3,0,"["".---"", ""1.000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.stolenBases,integer,3,0,"[0, 2]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.strikeOuts,integer,3,0,"[4, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.totalBases,integer,3,0,"[16, 8, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.batting.triples,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.assists,integer,3,0,"[0, 7]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.caughtStealing,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.caughtStealingPercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.chances,integer,3,0,"[11, 22, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.errors,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.fielding,string,3,0,"[""1.000"", "".000""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.gamesStarted,integer,2,0,[1]
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.passedBall,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.pickoffs,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.putOuts,integer,3,0,"[11, 15, 0]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.stolenBasePercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.fielding.stolenBases,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.airOuts,integer,3,0,"[0, 2]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.atBats,integer,3,0,"[0, 9]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.balks,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.balls,integer,3,0,"[0, 11]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.baseOnBalls,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.battersFaced,integer,3,0,"[0, 9]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.blownSaves,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.catchersInterference,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.caughtStealing,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.caughtStealingPercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.completeGames,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.doubles,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.earnedRuns,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.era,string,3,0,"[""-.--"", ""0.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.flyOuts,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.gamesFinished,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.gamesPitched,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.gamesPlayed,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.gamesStarted,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.groundOuts,integer,3,0,"[0, 4]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.groundOutsToAirouts,string,3,0,"[""-.--"", ""2.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.hitBatsmen,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.hitByPitch,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.hits,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.hitsPer9Inn,string,3,0,"[""-.--"", ""3.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.holds,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.homeRuns,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.homeRunsPer9,string,3,0,"[""-.--"", ""0.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.inheritedRunners,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.inheritedRunnersScored,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.inningsPitched,string,3,0,"[""0.0"", ""3.0""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.intentionalWalks,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.lineOuts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.losses,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.numberOfPitches,integer,3,0,"[0, 33]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.obp,string,3,0,"["".000"", "".111""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.outs,integer,3,0,"[0, 9]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.passedBall,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.pickoffs,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.pitchesPerInning,string,3,0,"[""-.--"", ""11.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.pitchesThrown,integer,1,0,[33]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.popOuts,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.rbi,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.runs,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.runsScoredPer9,string,3,0,"[""-.--"", ""0.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.sacBunts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.sacFlies,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.saveOpportunities,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.saves,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.shutouts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.stolenBasePercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.stolenBases,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.strikeOuts,integer,3,0,"[0, 2]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.strikePercentage,string,3,0,"[""-.--"", "".670""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.strikeoutWalkRatio,string,3,0,"[""-.--""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.strikeoutsPer9Inn,string,3,0,"[""-.--"", ""6.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.strikes,integer,3,0,"[0, 22]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.triples,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.walksPer9Inn,string,3,0,"[""-.--"", ""0.00""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.whip,string,3,0,"[""-"", ""0.33""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.wildPitches,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.winPercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.seasonStats.pitching.wins,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.stats.batting,object,3,0,[]
